amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
16,N/A,N/A,N/A,630,646,N/A,80,4
10,N/A,N/A,N/A,620,630,N/A,85,3
30,N/A,N/A,N/A,590,620,N/A,88,6
11,N/A,N/A,N/A,579,590,N/A,91,3
7,N/A,N/A,N/A,572,579,N/A,97,3
8,N/A,N/A,N/A,564,572,N/A,103,3
47,N/A,N/A,N/A,517,564,N/A,106,6
31,N/A,N/A,N/A,486,517,N/A,111,5
24,N/A,N/A,N/A,462,486,N/A,116,4
5,N/A,N/A,N/A,457,462,N/A,119,1
48,N/A,N/A,N/A,409,457,N/A,123,5
37,N/A,N/A,N/A,372,409,N/A,129,5
7,N/A,N/A,N/A,365,372,N/A,132,2
7,N/A,N/A,N/A,358,365,N/A,137,1
48,N/A,N/A,N/A,1783,1831,N/A,6,5
8,N/A,N/A,N/A,1775,1783,N/A,9,2
6,N/A,N/A,N/A,1769,1775,N/A,14,1
26,N/A,N/A,N/A,1743,1769,N/A,19,6
21,N/A,N/A,N/A,1722,1743,N/A,23,4
5,N/A,N/A,N/A,1717,1722,N/A,26,1
14,N/A,N/A,N/A,1703,1717,N/A,29,4
12,N/A,N/A,N/A,1691,1703,N/A,35,4
9,N/A,N/A,N/A,1682,1691,N/A,40,3
10,N/A,N/A,N/A,1672,1682,N/A,45,2
29,N/A,N/A,N/A,1643,1672,N/A,48,5
37,N/A,N/A,N/A,1606,1643,N/A,54,5
16,N/A,N/A,N/A,1590,1606,N/A,59,4
15,N/A,N/A,N/A,1575,1590,N/A,65,4
21,N/A,N/A,N/A,1554,1575,N/A,71,4
12,N/A,N/A,N/A,1542,1554,N/A,77,4
11,N/A,N/A,N/A,1531,1542,N/A,81,2
36,N/A,N/A,N/A,1495,1531,N/A,85,6
47,N/A,N/A,N/A,1448,1495,N/A,90,5
7,N/A,N/A,N/A,1441,1448,N/A,94,3
11,N/A,N/A,N/A,1430,1441,N/A,100,3
27,N/A,N/A,N/A,1403,1430,N/A,103,6
20,N/A,N/A,N/A,1383,1403,N/A,107,4
25,N/A,N/A,N/A,1358,1383,N/A,113,4
7,N/A,N/A,N/A,1351,1358,N/A,117,2
8,N/A,N/A,N/A,1343,1351,N/A,122,1
41,N/A,N/A,N/A,1302,1343,N/A,127,6
9,N/A,N/A,N/A,1293,1302,N/A,130,3
7,N/A,N/A,N/A,1286,1293,N/A,135,2
8,N/A,N/A,N/A,1278,1286,N/A,140,1
22,N/A,N/A,N/A,759,781,N/A,6,4
22,N/A,N/A,N/A,737,759,N/A,12,4
9,N/A,N/A,N/A,728,737,N/A,17,3
7,N/A,N/A,N/A,721,728,N/A,23,3
7,N/A,N/A,N/A,714,721,N/A,27,1
31,N/A,N/A,N/A,683,714,N/A,32,6
9,N/A,N/A,N/A,674,683,N/A,35,3
7,N/A,N/A,N/A,667,674,N/A,41,3
6,N/A,N/A,N/A,661,667,N/A,45,1
16,N/A,N/A,N/A,645,661,N/A,48,4
11,N/A,N/A,N/A,634,645,N/A,53,3
9,N/A,N/A,N/A,625,634,N/A,58,2
47,N/A,N/A,N/A,578,625,N/A,61,5
11,N/A,N/A,N/A,567,578,N/A,65,3
46,N/A,N/A,N/A,521,567,N/A,68,6
38,N/A,N/A,N/A,483,521,N/A,73,5
8,N/A,N/A,N/A,475,483,N/A,77,3
39,N/A,N/A,N/A,436,475,N/A,80,6
11,N/A,N/A,N/A,425,436,N/A,83,3
8,N/A,N/A,N/A,417,425,N/A,88,2
28,N/A,N/A,N/A,389,417,N/A,91,5
40,N/A,N/A,N/A,349,389,N/A,97,5
15,N/A,N/A,N/A,334,349,N/A,102,4
15,N/A,N/A,N/A,319,334,N/A,108,4
7,N/A,N/A,N/A,312,319,N/A,112,2
36,N/A,N/A,N/A,276,312,N/A,116,6
31,N/A,N/A,N/A,245,276,N/A,121,5
16,N/A,N/A,N/A,229,245,N/A,126,4
9,N/A,N/A,N/A,220,229,N/A,131,3
5,N/A,N/A,N/A,215,220,N/A,135,1
45,N/A,N/A,N/A,1138,1183,N/A,4,6
47,N/A,N/A,N/A,1091,1138,N/A,9,5
10,N/A,N/A,N/A,1081,1091,N/A,14,4
8,N/A,N/A,N/A,1073,1081,N/A,19,3
7,N/A,N/A,N/A,1066,1073,N/A,24,2
5,N/A,N/A,N/A,1061,1066,N/A,29,1
17,N/A,N/A,N/A,1044,1061,N/A,32,4
11,N/A,N/A,N/A,1033,1044,N/A,37,3
9,N/A,N/A,N/A,1024,1033,N/A,41,1
24,N/A,N/A,N/A,1000,1024,N/A,44,4
7,N/A,N/A,N/A,993,1000,N/A,48,2
5,N/A,N/A,N/A,988,993,N/A,53,1
8,N/A,N/A,N/A,980,988,N/A,59,1
46,N/A,N/A,N/A,934,980,N/A,63,5
9,N/A,N/A,N/A,925,934,N/A,66,2
30,N/A,N/A,N/A,895,925,N/A,70,6
48,N/A,N/A,N/A,847,895,N/A,75,5
7,N/A,N/A,N/A,840,847,N/A,79,3
9,N/A,N/A,N/A,831,840,N/A,85,3
8,N/A,N/A,N/A,823,831,N/A,89,1
9,N/A,N/A,N/A,814,823,N/A,95,1
43,N/A,N/A,N/A,771,814,N/A,99,5
38,N/A,N/A,N/A,733,771,N/A,105,5
17,N/A,N/A,N/A,716,733,N/A,110,4
10,N/A,N/A,N/A,706,716,N/A,115,3
25,N/A,N/A,N/A,681,706,N/A,118,6
47,N/A,N/A,N/A,634,681,N/A,123,5
43,N/A,N/A,N/A,591,634,N/A,129,5
9,N/A,N/A,N/A,582,591,N/A,132,2
31,N/A,N/A,N/A,551,582,N/A,136,6
23,N/A,N/A,N/A,508,531,N/A,3,4
11,N/A,N/A,N/A,497,508,N/A,9,4
8,N/A,N/A,N/A,489,497,N/A,14,3
8,N/A,N/A,N/A,481,489,N/A,20,3
26,N/A,N/A,N/A,455,481,N/A,23,6
48,N/A,N/A,N/A,407,455,N/A,28,5
7,N/A,N/A,N/A,400,407,N/A,32,3
9,N/A,N/A,N/A,391,400,N/A,38,3
10,N/A,N/A,N/A,381,391,N/A,43,2
46,N/A,N/A,N/A,335,381,N/A,46,5
11,N/A,N/A,N/A,324,335,N/A,51,4
6,N/A,N/A,N/A,318,324,N/A,54,1
25,N/A,N/A,N/A,293,318,N/A,58,5
7,N/A,N/A,N/A,286,293,N/A,61,2
44,N/A,N/A,N/A,242,286,N/A,65,6
6,N/A,N/A,N/A,236,242,N/A,71,0
26,N/A,N/A,N/A,210,236,N/A,77,6
10,N/A,N/A,N/A,200,210,N/A,80,3
8,N/A,N/A,N/A,192,200,N/A,84,1
47,N/A,N/A,N/A,145,192,N/A,89,6
6,N/A,N/A,N/A,139,145,N/A,95,0
10,N/A,N/A,N/A,129,139,N/A,99,4
9,N/A,N/A,N/A,120,129,N/A,104,3
26,N/A,N/A,N/A,94,120,N/A,107,6
42,N/A,N/A,N/A,52,94,N/A,112,5
48,N/A,N/A,N/A,4,52,N/A,118,5
9,N/A,N/A,N/A,-5,4,N/A,121,2
42,N/A,N/A,N/A,332,374,N/A,5,6
32,N/A,N/A,N/A,300,332,N/A,10,5
7,N/A,N/A,N/A,293,300,N/A,13,2
41,N/A,N/A,N/A,252,293,N/A,17,6
13,N/A,N/A,N/A,239,252,N/A,21,4
8,N/A,N/A,N/A,231,239,N/A,24,1
28,N/A,N/A,N/A,203,231,N/A,27,4
10,N/A,N/A,N/A,193,203,N/A,32,3
48,N/A,N/A,N/A,145,193,N/A,35,6
18,N/A,N/A,N/A,127,145,N/A,39,4
6,N/A,N/A,N/A,121,127,N/A,42,1
28,N/A,N/A,N/A,93,121,N/A,46,5
30,N/A,N/A,N/A,63,93,N/A,52,5
9,N/A,N/A,N/A,54,63,N/A,56,3
8,N/A,N/A,N/A,46,54,N/A,61,2
49,N/A,N/A,N/A,-3,46,N/A,65,6
5,N/A,N/A,N/A,561,566,N/A,3,1
26,N/A,N/A,N/A,535,561,N/A,6,4
6,N/A,N/A,N/A,529,535,N/A,9,1
20,N/A,N/A,N/A,509,529,N/A,12,4
11,N/A,N/A,N/A,498,509,N/A,17,3
9,N/A,N/A,N/A,489,498,N/A,21,1
44,N/A,N/A,N/A,445,489,N/A,26,6
5,N/A,N/A,N/A,440,445,N/A,32,0
39,N/A,N/A,N/A,401,440,N/A,37,5
24,N/A,N/A,N/A,377,401,N/A,42,4
7,N/A,N/A,N/A,370,377,N/A,47,3
11,N/A,N/A,N/A,359,370,N/A,53,3
7,N/A,N/A,N/A,352,359,N/A,58,2
33,N/A,N/A,N/A,319,352,N/A,62,6
6,N/A,N/A,N/A,313,319,N/A,68,0
29,N/A,N/A,N/A,284,313,N/A,74,6
9,N/A,N/A,N/A,275,284,N/A,77,3
7,N/A,N/A,N/A,268,275,N/A,83,3
8,N/A,N/A,N/A,260,268,N/A,88,2
9,N/A,N/A,N/A,251,260,N/A,93,1
9,N/A,N/A,N/A,242,251,N/A,99,1
19,N/A,N/A,N/A,223,242,N/A,102,4
18,N/A,N/A,N/A,205,223,N/A,108,4
18,N/A,N/A,N/A,187,205,N/A,114,4
7,N/A,N/A,N/A,180,187,N/A,118,2
36,N/A,N/A,N/A,144,180,N/A,121,5
11,N/A,N/A,N/A,133,144,N/A,126,4
9,N/A,N/A,N/A,124,133,N/A,129,1
47,N/A,N/A,N/A,77,124,N/A,133,5
7,N/A,N/A,N/A,70,77,N/A,137,3
9,N/A,N/A,N/A,832,841,N/A,5,2
45,N/A,N/A,N/A,787,832,N/A,9,6
49,N/A,N/A,N/A,738,787,N/A,14,5
8,N/A,N/A,N/A,730,738,N/A,17,2
8,N/A,N/A,N/A,722,730,N/A,22,1
9,N/A,N/A,N/A,713,722,N/A,28,1
34,N/A,N/A,N/A,679,713,N/A,33,6
11,N/A,N/A,N/A,668,679,N/A,37,4
10,N/A,N/A,N/A,658,668,N/A,41,2
10,N/A,N/A,N/A,648,658,N/A,47,2
6,N/A,N/A,N/A,642,648,N/A,52,1
8,N/A,N/A,N/A,634,642,N/A,58,1
9,N/A,N/A,N/A,625,634,N/A,64,1
31,N/A,N/A,N/A,594,625,N/A,69,6
8,N/A,N/A,N/A,586,594,N/A,72,3
9,N/A,N/A,N/A,577,586,N/A,76,1
34,N/A,N/A,N/A,543,577,N/A,80,5
40,N/A,N/A,N/A,503,543,N/A,86,5
14,N/A,N/A,N/A,489,503,N/A,91,4
9,N/A,N/A,N/A,480,489,N/A,95,2
7,N/A,N/A,N/A,473,480,N/A,101,2
29,N/A,N/A,N/A,444,473,N/A,104,5
28,N/A,N/A,N/A,416,444,N/A,109,4
9,N/A,N/A,N/A,407,416,N/A,112,1
7,N/A,N/A,N/A,400,407,N/A,118,1
9,N/A,N/A,N/A,391,400,N/A,124,1
5,N/A,N/A,N/A,386,391,N/A,130,1
18,N/A,N/A,N/A,368,386,N/A,133,4
10,N/A,N/A,N/A,358,368,N/A,138,3
5,N/A,N/A,N/A,353,358,N/A,142,1
11,N/A,N/A,N/A,1591,1602,N/A,4,3
7,N/A,N/A,N/A,1584,1591,N/A,9,2
10,N/A,N/A,N/A,1574,1584,N/A,15,2
8,N/A,N/A,N/A,1566,1574,N/A,20,1
9,N/A,N/A,N/A,1557,1566,N/A,26,1
31,N/A,N/A,N/A,1526,1557,N/A,30,5
9,N/A,N/A,N/A,1517,1526,N/A,34,3
11,N/A,N/A,N/A,1506,1517,N/A,39,2
10,N/A,N/A,N/A,1496,1506,N/A,45,2
47,N/A,N/A,N/A,1449,1496,N/A,49,6
7,N/A,N/A,N/A,1442,1449,N/A,55,0
33,N/A,N/A,N/A,1409,1442,N/A,60,5
11,N/A,N/A,N/A,1398,1409,N/A,63,2
10,N/A,N/A,N/A,1388,1398,N/A,69,2
29,N/A,N/A,N/A,1359,1388,N/A,72,5
8,N/A,N/A,N/A,1351,1359,N/A,76,3
8,N/A,N/A,N/A,1343,1351,N/A,80,1
11,N/A,N/A,N/A,1332,1343,N/A,83,4
7,N/A,N/A,N/A,1325,1332,N/A,88,3
7,N/A,N/A,N/A,1318,1325,N/A,94,3
9,N/A,N/A,N/A,1309,1318,N/A,100,3
8,N/A,N/A,N/A,1301,1309,N/A,104,1
23,N/A,N/A,N/A,1278,1301,N/A,107,4
9,N/A,N/A,N/A,1269,1278,N/A,112,3
10,N/A,N/A,N/A,1259,1269,N/A,117,2
43,N/A,N/A,N/A,1216,1259,N/A,121,6
6,N/A,N/A,N/A,1210,1216,N/A,127,0
34,N/A,N/A,N/A,1176,1210,N/A,133,6
22,N/A,N/A,N/A,1154,1176,N/A,137,4
8,N/A,N/A,N/A,1146,1154,N/A,141,2
11,N/A,N/A,N/A,1135,1146,N/A,4,3
6,N/A,N/A,N/A,1129,1135,N/A,8,1
11,N/A,N/A,N/A,1118,1129,N/A,11,4
10,N/A,N/A,N/A,1108,1118,N/A,15,2
49,N/A,N/A,N/A,1059,1108,N/A,19,6
6,N/A,N/A,N/A,1053,1059,N/A,25,0
34,N/A,N/A,N/A,1019,1053,N/A,31,6
35,N/A,N/A,N/A,984,1019,N/A,36,5
18,N/A,N/A,N/A,966,984,N/A,41,4
9,N/A,N/A,N/A,957,966,N/A,45,2
9,N/A,N/A,N/A,948,957,N/A,51,2
5,N/A,N/A,N/A,943,948,N/A,56,1
6,N/A,N/A,N/A,937,943,N/A,62,1
42,N/A,N/A,N/A,895,937,N/A,67,6
28,N/A,N/A,N/A,867,895,N/A,71,4
19,N/A,N/A,N/A,848,867,N/A,77,4
8,N/A,N/A,N/A,840,848,N/A,81,2
33,N/A,N/A,N/A,807,840,N/A,85,6
9,N/A,N/A,N/A,798,807,N/A,91,0
8,N/A,N/A,N/A,790,798,N/A,94,3
8,N/A,N/A,N/A,782,790,N/A,98,1
9,N/A,N/A,N/A,773,782,N/A,104,1
22,N/A,N/A,N/A,751,773,N/A,107,4
8,N/A,N/A,N/A,743,751,N/A,111,2
7,N/A,N/A,N/A,736,743,N/A,116,1
21,N/A,N/A,N/A,715,736,N/A,119,4
7,N/A,N/A,N/A,708,715,N/A,122,1
7,N/A,N/A,N/A,701,708,N/A,128,1
29,N/A,N/A,N/A,672,701,N/A,133,6
6,N/A,N/A,N/A,666,672,N/A,139,0
11,N/A,N/A,N/A,1206,1217,N/A,6,2
7,N/A,N/A,N/A,1199,1206,N/A,12,2
6,N/A,N/A,N/A,1193,1199,N/A,17,1
9,N/A,N/A,N/A,1184,1193,N/A,23,1
26,N/A,N/A,N/A,1158,1184,N/A,26,4
11,N/A,N/A,N/A,1147,1158,N/A,30,2
6,N/A,N/A,N/A,1141,1147,N/A,35,1
7,N/A,N/A,N/A,1134,1141,N/A,41,1
7,N/A,N/A,N/A,1127,1134,N/A,47,1
25,N/A,N/A,N/A,1102,1127,N/A,50,4
11,N/A,N/A,N/A,1091,1102,N/A,56,4
11,N/A,N/A,N/A,1080,1091,N/A,60,2
30,N/A,N/A,N/A,1050,1080,N/A,64,6
16,N/A,N/A,N/A,1034,1050,N/A,68,4
7,N/A,N/A,N/A,1027,1034,N/A,71,1
34,N/A,N/A,N/A,993,1027,N/A,75,5
18,N/A,N/A,N/A,975,993,N/A,80,4
17,N/A,N/A,N/A,958,975,N/A,86,4
10,N/A,N/A,N/A,948,958,N/A,90,2
30,N/A,N/A,N/A,918,948,N/A,93,5
27,N/A,N/A,N/A,891,918,N/A,98,4
17,N/A,N/A,N/A,874,891,N/A,104,4
12,N/A,N/A,N/A,862,874,N/A,110,4
27,N/A,N/A,N/A,835,862,N/A,116,4
7,N/A,N/A,N/A,828,835,N/A,121,3
11,N/A,N/A,N/A,817,828,N/A,127,3
8,N/A,N/A,N/A,809,817,N/A,131,1
9,N/A,N/A,N/A,800,809,N/A,137,1
39,N/A,N/A,N/A,761,800,N/A,142,6
47,N/A,N/A,N/A,714,761,N/A,147,5
5,N/A,N/A,N/A,777,782,N/A,3,1
19,N/A,N/A,N/A,758,777,N/A,6,4
7,N/A,N/A,N/A,751,758,N/A,9,1
9,N/A,N/A,N/A,742,751,N/A,15,1
5,N/A,N/A,N/A,737,742,N/A,21,1
32,N/A,N/A,N/A,705,737,N/A,25,5
7,N/A,N/A,N/A,698,705,N/A,29,3
31,N/A,N/A,N/A,667,698,N/A,32,6
26,N/A,N/A,N/A,641,667,N/A,37,5
11,N/A,N/A,N/A,630,641,N/A,41,3
7,N/A,N/A,N/A,623,630,N/A,47,3
28,N/A,N/A,N/A,595,623,N/A,50,6
38,N/A,N/A,N/A,557,595,N/A,55,5
10,N/A,N/A,N/A,547,557,N/A,59,3
30,N/A,N/A,N/A,517,547,N/A,62,6
45,N/A,N/A,N/A,472,517,N/A,67,5
19,N/A,N/A,N/A,453,472,N/A,72,4
7,N/A,N/A,N/A,446,453,N/A,75,1
45,N/A,N/A,N/A,401,446,N/A,79,5
41,N/A,N/A,N/A,360,401,N/A,85,5
21,N/A,N/A,N/A,339,360,N/A,90,4
9,N/A,N/A,N/A,330,339,N/A,94,2
10,N/A,N/A,N/A,320,330,N/A,100,2
34,N/A,N/A,N/A,286,320,N/A,103,5
11,N/A,N/A,N/A,275,286,N/A,107,3
8,N/A,N/A,N/A,267,275,N/A,113,3
7,N/A,N/A,N/A,260,267,N/A,119,3
9,N/A,N/A,N/A,251,260,N/A,124,2
47,N/A,N/A,N/A,204,251,N/A,127,5
21,N/A,N/A,N/A,183,204,N/A,132,4
5,N/A,N/A,N/A,1434,1439,N/A,5,1
5,N/A,N/A,N/A,1429,1434,N/A,11,1
5,N/A,N/A,N/A,1424,1429,N/A,17,1
26,N/A,N/A,N/A,1398,1424,N/A,21,5
11,N/A,N/A,N/A,1387,1398,N/A,25,3
9,N/A,N/A,N/A,1378,1387,N/A,29,1
30,N/A,N/A,N/A,1348,1378,N/A,34,6
9,N/A,N/A,N/A,1339,1348,N/A,37,3
9,N/A,N/A,N/A,1330,1339,N/A,42,2
30,N/A,N/A,N/A,1300,1330,N/A,46,6
10,N/A,N/A,N/A,1290,1300,N/A,50,4
25,N/A,N/A,N/A,1265,1290,N/A,56,4
7,N/A,N/A,N/A,1258,1265,N/A,59,1
10,N/A,N/A,N/A,1248,1258,N/A,62,4
9,N/A,N/A,N/A,1239,1248,N/A,65,1
34,N/A,N/A,N/A,1205,1239,N/A,69,5
21,N/A,N/A,N/A,1184,1205,N/A,74,4
9,N/A,N/A,N/A,1175,1184,N/A,78,2
10,N/A,N/A,N/A,1165,1175,N/A,84,2
33,N/A,N/A,N/A,1132,1165,N/A,87,5
26,N/A,N/A,N/A,1106,1132,N/A,93,5
28,N/A,N/A,N/A,1078,1106,N/A,98,4
8,N/A,N/A,N/A,1070,1078,N/A,102,2
44,N/A,N/A,N/A,1026,1070,N/A,105,5
30,N/A,N/A,N/A,996,1026,N/A,111,5
10,N/A,N/A,N/A,986,996,N/A,114,2
32,N/A,N/A,N/A,954,986,N/A,118,6
10,N/A,N/A,N/A,944,954,N/A,121,3
7,N/A,N/A,N/A,937,944,N/A,125,1
26,N/A,N/A,N/A,911,937,N/A,130,6
29,N/A,N/A,N/A,1658,1687,N/A,6,5
14,N/A,N/A,N/A,1644,1658,N/A,11,4
7,N/A,N/A,N/A,1637,1644,N/A,16,3
11,N/A,N/A,N/A,1626,1637,N/A,22,3
5,N/A,N/A,N/A,1621,1626,N/A,26,1
25,N/A,N/A,N/A,1596,1621,N/A,31,6
33,N/A,N/A,N/A,1563,1596,N/A,36,5
17,N/A,N/A,N/A,1546,1563,N/A,41,4
6,N/A,N/A,N/A,1540,1546,N/A,44,1
11,N/A,N/A,N/A,1529,1540,N/A,47,4
7,N/A,N/A,N/A,1522,1529,N/A,51,2
11,N/A,N/A,N/A,1511,1522,N/A,57,2
41,N/A,N/A,N/A,1470,1511,N/A,61,6
39,N/A,N/A,N/A,1431,1470,N/A,66,5
14,N/A,N/A,N/A,1417,1431,N/A,71,4
18,N/A,N/A,N/A,1399,1417,N/A,77,4
9,N/A,N/A,N/A,1390,1399,N/A,82,3
7,N/A,N/A,N/A,1383,1390,N/A,87,2
9,N/A,N/A,N/A,1374,1383,N/A,93,2
6,N/A,N/A,N/A,1368,1374,N/A,98,1
39,N/A,N/A,N/A,1329,1368,N/A,102,5
21,N/A,N/A,N/A,1308,1329,N/A,107,4
7,N/A,N/A,N/A,1301,1308,N/A,111,2
48,N/A,N/A,N/A,1253,1301,N/A,114,5
11,N/A,N/A,N/A,1242,1253,N/A,119,4
9,N/A,N/A,N/A,1233,1242,N/A,122,1
5,N/A,N/A,N/A,1228,1233,N/A,128,1
34,N/A,N/A,N/A,1194,1228,N/A,132,5
43,N/A,N/A,N/A,1151,1194,N/A,138,5
9,N/A,N/A,N/A,1142,1151,N/A,142,3
27,N/A,N/A,N/A,1243,1270,N/A,3,6
11,N/A,N/A,N/A,1232,1243,N/A,6,3
32,N/A,N/A,N/A,1200,1232,N/A,9,6
15,N/A,N/A,N/A,1185,1200,N/A,13,4
22,N/A,N/A,N/A,1163,1185,N/A,19,4
9,N/A,N/A,N/A,1154,1163,N/A,24,3
34,N/A,N/A,N/A,1120,1154,N/A,27,6
9,N/A,N/A,N/A,1111,1120,N/A,33,0
10,N/A,N/A,N/A,1101,1111,N/A,36,3
8,N/A,N/A,N/A,1093,1101,N/A,41,2
9,N/A,N/A,N/A,1084,1093,N/A,47,2
11,N/A,N/A,N/A,1073,1084,N/A,53,2
7,N/A,N/A,N/A,1066,1073,N/A,59,2
11,N/A,N/A,N/A,1055,1066,N/A,65,2
6,N/A,N/A,N/A,1049,1055,N/A,70,1
8,N/A,N/A,N/A,1041,1049,N/A,76,1
26,N/A,N/A,N/A,1015,1041,N/A,79,4
11,N/A,N/A,N/A,1004,1015,N/A,84,3
36,N/A,N/A,N/A,968,1004,N/A,87,6
9,N/A,N/A,N/A,959,968,N/A,93,0
25,N/A,N/A,N/A,934,959,N/A,99,6
9,N/A,N/A,N/A,925,934,N/A,105,0
7,N/A,N/A,N/A,918,925,N/A,108,3
7,N/A,N/A,N/A,911,918,N/A,113,2
8,N/A,N/A,N/A,903,911,N/A,118,1
19,N/A,N/A,N/A,884,903,N/A,121,4
14,N/A,N/A,N/A,870,884,N/A,127,4
5,N/A,N/A,N/A,865,870,N/A,130,1
11,N/A,N/A,N/A,854,865,N/A,133,4
9,N/A,N/A,N/A,845,854,N/A,138,3
21,N/A,N/A,N/A,1070,1091,N/A,4,4
12,N/A,N/A,N/A,1058,1070,N/A,10,4
22,N/A,N/A,N/A,1036,1058,N/A,16,4
9,N/A,N/A,N/A,1027,1036,N/A,21,3
11,N/A,N/A,N/A,1016,1027,N/A,27,3
9,N/A,N/A,N/A,1007,1016,N/A,31,1
39,N/A,N/A,N/A,968,1007,N/A,36,6
31,N/A,N/A,N/A,937,968,N/A,41,5
9,N/A,N/A,N/A,928,937,N/A,44,2
10,N/A,N/A,N/A,918,928,N/A,50,2
27,N/A,N/A,N/A,891,918,N/A,54,6
9,N/A,N/A,N/A,882,891,N/A,60,0
14,N/A,N/A,N/A,868,882,N/A,64,4
9,N/A,N/A,N/A,859,868,N/A,69,3
43,N/A,N/A,N/A,816,859,N/A,72,6
29,N/A,N/A,N/A,787,816,N/A,77,5
17,N/A,N/A,N/A,770,787,N/A,82,4
7,N/A,N/A,N/A,763,770,N/A,85,1
9,N/A,N/A,N/A,754,763,N/A,91,1
26,N/A,N/A,N/A,728,754,N/A,96,6
11,N/A,N/A,N/A,717,728,N/A,99,3
10,N/A,N/A,N/A,707,717,N/A,104,2
35,N/A,N/A,N/A,672,707,N/A,107,5
48,N/A,N/A,N/A,624,672,N/A,113,5
19,N/A,N/A,N/A,605,624,N/A,118,4
11,N/A,N/A,N/A,594,605,N/A,123,3
5,N/A,N/A,N/A,589,594,N/A,127,1
28,N/A,N/A,N/A,561,589,N/A,130,4
29,N/A,N/A,N/A,532,561,N/A,136,4
27,N/A,N/A,N/A,505,532,N/A,142,4
34,N/A,N/A,N/A,333,367,N/A,3,5
35,N/A,N/A,N/A,298,333,N/A,9,5
38,N/A,N/A,N/A,260,298,N/A,15,5
9,N/A,N/A,N/A,251,260,N/A,18,2
44,N/A,N/A,N/A,207,251,N/A,22,6
39,N/A,N/A,N/A,168,207,N/A,27,5
46,N/A,N/A,N/A,122,168,N/A,33,5
11,N/A,N/A,N/A,111,122,N/A,37,3
10,N/A,N/A,N/A,101,111,N/A,42,2
7,N/A,N/A,N/A,94,101,N/A,47,1
40,N/A,N/A,N/A,54,94,N/A,51,5
38,N/A,N/A,N/A,16,54,N/A,57,5
40,N/A,N/A,N/A,-24,16,N/A,63,5
8,N/A,N/A,N/A,912,920,N/A,3,3
8,N/A,N/A,N/A,904,912,N/A,9,3
45,N/A,N/A,N/A,859,904,N/A,12,6
7,N/A,N/A,N/A,852,859,N/A,15,3
11,N/A,N/A,N/A,841,852,N/A,21,3
9,N/A,N/A,N/A,832,841,N/A,25,1
9,N/A,N/A,N/A,823,832,N/A,31,1
29,N/A,N/A,N/A,794,823,N/A,34,4
7,N/A,N/A,N/A,787,794,N/A,39,3
9,N/A,N/A,N/A,778,787,N/A,45,3
9,N/A,N/A,N/A,769,778,N/A,51,3
36,N/A,N/A,N/A,733,769,N/A,54,6
26,N/A,N/A,N/A,707,733,N/A,58,4
6,N/A,N/A,N/A,701,707,N/A,61,1
6,N/A,N/A,N/A,695,701,N/A,67,1
16,N/A,N/A,N/A,679,695,N/A,70,4
18,N/A,N/A,N/A,661,679,N/A,76,4
11,N/A,N/A,N/A,650,661,N/A,81,3
10,N/A,N/A,N/A,640,650,N/A,86,2
5,N/A,N/A,N/A,635,640,N/A,91,1
24,N/A,N/A,N/A,611,635,N/A,94,4
25,N/A,N/A,N/A,586,611,N/A,100,4
9,N/A,N/A,N/A,577,586,N/A,105,3
10,N/A,N/A,N/A,567,577,N/A,110,2
7,N/A,N/A,N/A,560,567,N/A,115,1
46,N/A,N/A,N/A,514,560,N/A,119,5
9,N/A,N/A,N/A,505,514,N/A,123,3
42,N/A,N/A,N/A,463,505,N/A,126,6
5,N/A,N/A,N/A,458,463,N/A,132,0
11,N/A,N/A,N/A,447,458,N/A,135,3
5,N/A,N/A,N/A,1754,1759,N/A,6,1
37,N/A,N/A,N/A,1717,1754,N/A,10,5
10,N/A,N/A,N/A,1707,1717,N/A,13,2
8,N/A,N/A,N/A,1699,1707,N/A,18,1
36,N/A,N/A,N/A,1663,1699,N/A,23,6
7,N/A,N/A,N/A,1656,1663,N/A,26,3
7,N/A,N/A,N/A,1649,1656,N/A,32,3
7,N/A,N/A,N/A,1642,1649,N/A,38,3
10,N/A,N/A,N/A,1632,1642,N/A,44,3
7,N/A,N/A,N/A,1625,1632,N/A,50,3
9,N/A,N/A,N/A,1616,1625,N/A,55,2
6,N/A,N/A,N/A,1610,1616,N/A,60,1
5,N/A,N/A,N/A,1605,1610,N/A,66,1
18,N/A,N/A,N/A,1587,1605,N/A,69,4
16,N/A,N/A,N/A,1571,1587,N/A,75,4
6,N/A,N/A,N/A,1565,1571,N/A,78,1
37,N/A,N/A,N/A,1528,1565,N/A,83,6
24,N/A,N/A,N/A,1504,1528,N/A,87,4
8,N/A,N/A,N/A,1496,1504,N/A,90,1
21,N/A,N/A,N/A,1475,1496,N/A,93,4
11,N/A,N/A,N/A,1464,1475,N/A,97,2
9,N/A,N/A,N/A,1455,1464,N/A,103,2
8,N/A,N/A,N/A,1447,1455,N/A,108,1
45,N/A,N/A,N/A,1402,1447,N/A,112,5
9,N/A,N/A,N/A,1393,1402,N/A,115,2
8,N/A,N/A,N/A,1385,1393,N/A,121,2
7,N/A,N/A,N/A,1378,1385,N/A,127,2
29,N/A,N/A,N/A,1349,1378,N/A,130,5
11,N/A,N/A,N/A,1338,1349,N/A,134,3
11,N/A,N/A,N/A,1327,1338,N/A,140,3
17,N/A,N/A,N/A,991,1008,N/A,4,4
