amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
3145,N/A,N/A,N/A,-1573,1572,N/A,129,0
3140,N/A,N/A,N/A,-2704,436,N/A,124,5
3025,N/A,N/A,N/A,-2085,940,N/A,103,5
3121,N/A,N/A,N/A,-1532,1589,N/A,103,1
3116,N/A,N/A,N/A,-2559,557,N/A,117,2
3002,N/A,N/A,N/A,-1551,1451,N/A,109,5
3081,N/A,N/A,N/A,-1541,1540,N/A,129,1
3120,N/A,N/A,N/A,-2526,594,N/A,127,3
3099,N/A,N/A,N/A,-1356,1743,N/A,104,3
3053,N/A,N/A,N/A,-1734,1319,N/A,119,3
3014,N/A,N/A,N/A,-1855,1159,N/A,104,5
3002,N/A,N/A,N/A,-2343,659,N/A,124,3
3013,N/A,N/A,N/A,-2629,384,N/A,121,3
3113,N/A,N/A,N/A,-1961,1152,N/A,127,5
3112,N/A,N/A,N/A,-2684,428,N/A,105,4
3107,N/A,N/A,N/A,-2432,675,N/A,100,4
3046,N/A,N/A,N/A,-2226,820,N/A,120,2
3033,N/A,N/A,N/A,-1627,1406,N/A,116,2
3090,N/A,N/A,N/A,-2241,849,N/A,110,1
3136,N/A,N/A,N/A,-1976,1160,N/A,125,1
3063,N/A,N/A,N/A,-2736,327,N/A,107,0
3102,N/A,N/A,N/A,-2069,1033,N/A,110,1
3112,N/A,N/A,N/A,-2387,725,N/A,125,1
3073,N/A,N/A,N/A,-1280,1793,N/A,125,2
3077,N/A,N/A,N/A,-1142,1935,N/A,108,4
3144,N/A,N/A,N/A,-1272,1872,N/A,109,1
3011,N/A,N/A,N/A,-2066,945,N/A,112,1
3058,N/A,N/A,N/A,-1287,1771,N/A,107,2
3134,N/A,N/A,N/A,-2037,1097,N/A,127,0
3018,N/A,N/A,N/A,-2371,647,N/A,110,5
