amount,category,date,name,newBalance,previousBalance,reference,timeDiff,dayOfWeek
13,N/A,N/A,N/A,1493,1506,N/A,52,2
43,N/A,N/A,N/A,1450,1493,N/A,56,6
35,N/A,N/A,N/A,1415,1450,N/A,61,5
29,N/A,N/A,N/A,1386,1415,N/A,66,4
16,N/A,N/A,N/A,1370,1386,N/A,71,3
42,N/A,N/A,N/A,1328,1370,N/A,74,6
36,N/A,N/A,N/A,1292,1328,N/A,79,5
14,N/A,N/A,N/A,1278,1292,N/A,83,3
42,N/A,N/A,N/A,1236,1278,N/A,86,6
5,N/A,N/A,N/A,1231,1236,N/A,92,0
20,N/A,N/A,N/A,1211,1231,N/A,95,3
13,N/A,N/A,N/A,1198,1211,N/A,100,2
39,N/A,N/A,N/A,1159,1198,N/A,103,5
38,N/A,N/A,N/A,1121,1159,N/A,109,5
20,N/A,N/A,N/A,1101,1121,N/A,113,3
11,N/A,N/A,N/A,1090,1101,N/A,117,1
12,N/A,N/A,N/A,1078,1090,N/A,123,1
32,N/A,N/A,N/A,1046,1078,N/A,127,5
23,N/A,N/A,N/A,1023,1046,N/A,132,4
25,N/A,N/A,N/A,998,1023,N/A,138,4
39,N/A,N/A,N/A,1895,1934,N/A,6,5
23,N/A,N/A,N/A,1872,1895,N/A,11,4
17,N/A,N/A,N/A,1855,1872,N/A,16,3
11,N/A,N/A,N/A,1844,1855,N/A,20,1
33,N/A,N/A,N/A,1811,1844,N/A,24,5
19,N/A,N/A,N/A,1792,1811,N/A,28,3
11,N/A,N/A,N/A,1781,1792,N/A,32,1
44,N/A,N/A,N/A,1737,1781,N/A,37,6
6,N/A,N/A,N/A,1731,1737,N/A,43,0
25,N/A,N/A,N/A,1706,1731,N/A,47,4
26,N/A,N/A,N/A,1680,1706,N/A,53,4
27,N/A,N/A,N/A,1653,1680,N/A,59,4
21,N/A,N/A,N/A,1632,1653,N/A,64,3
12,N/A,N/A,N/A,1620,1632,N/A,68,1
23,N/A,N/A,N/A,1597,1620,N/A,71,4
8,N/A,N/A,N/A,1589,1597,N/A,74,1
42,N/A,N/A,N/A,1547,1589,N/A,79,6
25,N/A,N/A,N/A,1522,1547,N/A,83,4
15,N/A,N/A,N/A,1507,1522,N/A,88,3
15,N/A,N/A,N/A,1492,1507,N/A,93,2
10,N/A,N/A,N/A,1482,1492,N/A,98,1
28,N/A,N/A,N/A,1454,1482,N/A,101,4
9,N/A,N/A,N/A,1445,1454,N/A,104,1
35,N/A,N/A,N/A,1410,1445,N/A,108,5
23,N/A,N/A,N/A,1387,1410,N/A,113,4
14,N/A,N/A,N/A,1373,1387,N/A,116,1
23,N/A,N/A,N/A,1350,1373,N/A,119,4
13,N/A,N/A,N/A,1337,1350,N/A,122,1
42,N/A,N/A,N/A,1295,1337,N/A,127,6
23,N/A,N/A,N/A,1272,1295,N/A,130,3
44,N/A,N/A,N/A,917,961,N/A,4,6
20,N/A,N/A,N/A,897,917,N/A,7,3
13,N/A,N/A,N/A,884,897,N/A,11,1
8,N/A,N/A,N/A,876,884,N/A,17,1
22,N/A,N/A,N/A,854,876,N/A,20,4
28,N/A,N/A,N/A,826,854,N/A,26,4
17,N/A,N/A,N/A,809,826,N/A,31,3
13,N/A,N/A,N/A,796,809,N/A,36,2
42,N/A,N/A,N/A,754,796,N/A,40,6
8,N/A,N/A,N/A,746,754,N/A,46,0
17,N/A,N/A,N/A,729,746,N/A,49,3
12,N/A,N/A,N/A,717,729,N/A,54,2
32,N/A,N/A,N/A,685,717,N/A,57,5
34,N/A,N/A,N/A,651,685,N/A,63,5
10,N/A,N/A,N/A,641,651,N/A,66,2
36,N/A,N/A,N/A,605,641,N/A,69,5
14,N/A,N/A,N/A,591,605,N/A,73,3
16,N/A,N/A,N/A,575,591,N/A,78,2
43,N/A,N/A,N/A,532,575,N/A,82,6
22,N/A,N/A,N/A,510,532,N/A,86,4
18,N/A,N/A,N/A,492,510,N/A,91,3
14,N/A,N/A,N/A,478,492,N/A,97,3
14,N/A,N/A,N/A,464,478,N/A,101,1
12,N/A,N/A,N/A,452,464,N/A,107,1
44,N/A,N/A,N/A,408,452,N/A,112,6
34,N/A,N/A,N/A,374,408,N/A,117,5
29,N/A,N/A,N/A,345,374,N/A,122,4
10,N/A,N/A,N/A,335,345,N/A,126,2
13,N/A,N/A,N/A,322,335,N/A,131,1
30,N/A,N/A,N/A,292,322,N/A,134,4
24,N/A,N/A,N/A,881,905,N/A,6,4
22,N/A,N/A,N/A,859,881,N/A,12,4
32,N/A,N/A,N/A,827,859,N/A,18,4
24,N/A,N/A,N/A,803,827,N/A,24,4
22,N/A,N/A,N/A,781,803,N/A,29,3
20,N/A,N/A,N/A,761,781,N/A,35,3
13,N/A,N/A,N/A,748,761,N/A,39,1
13,N/A,N/A,N/A,735,748,N/A,45,1
10,N/A,N/A,N/A,725,735,N/A,51,1
11,N/A,N/A,N/A,714,725,N/A,57,1
41,N/A,N/A,N/A,673,714,N/A,62,6
27,N/A,N/A,N/A,646,673,N/A,66,4
23,N/A,N/A,N/A,623,646,N/A,71,3
16,N/A,N/A,N/A,607,623,N/A,77,3
44,N/A,N/A,N/A,563,607,N/A,80,6
8,N/A,N/A,N/A,555,563,N/A,86,0
41,N/A,N/A,N/A,514,555,N/A,92,6
23,N/A,N/A,N/A,491,514,N/A,96,4
22,N/A,N/A,N/A,469,491,N/A,101,3
17,N/A,N/A,N/A,452,469,N/A,106,2
35,N/A,N/A,N/A,417,452,N/A,109,5
23,N/A,N/A,N/A,394,417,N/A,113,3
43,N/A,N/A,N/A,351,394,N/A,116,6
8,N/A,N/A,N/A,343,351,N/A,122,0
15,N/A,N/A,N/A,328,343,N/A,125,3
10,N/A,N/A,N/A,318,328,N/A,129,1
27,N/A,N/A,N/A,291,318,N/A,132,4
14,N/A,N/A,N/A,277,291,N/A,137,3
22,N/A,N/A,N/A,255,277,N/A,143,3
43,N/A,N/A,N/A,212,255,N/A,146,6
34,N/A,N/A,N/A,688,722,N/A,5,5
34,N/A,N/A,N/A,654,688,N/A,11,5
33,N/A,N/A,N/A,621,654,N/A,17,5
15,N/A,N/A,N/A,606,621,N/A,20,2
37,N/A,N/A,N/A,569,606,N/A,23,5
11,N/A,N/A,N/A,558,569,N/A,26,2
16,N/A,N/A,N/A,542,558,N/A,32,2
11,N/A,N/A,N/A,531,542,N/A,37,1
43,N/A,N/A,N/A,488,531,N/A,42,6
23,N/A,N/A,N/A,465,488,N/A,46,4
13,N/A,N/A,N/A,452,465,N/A,50,2
41,N/A,N/A,N/A,411,452,N/A,54,6
6,N/A,N/A,N/A,405,411,N/A,60,0
42,N/A,N/A,N/A,363,405,N/A,66,6
33,N/A,N/A,N/A,330,363,N/A,71,5
17,N/A,N/A,N/A,313,330,N/A,75,3
23,N/A,N/A,N/A,290,313,N/A,81,3
17,N/A,N/A,N/A,273,290,N/A,87,3
15,N/A,N/A,N/A,258,273,N/A,92,2
38,N/A,N/A,N/A,220,258,N/A,95,5
32,N/A,N/A,N/A,188,220,N/A,100,4
13,N/A,N/A,N/A,175,188,N/A,103,1
37,N/A,N/A,N/A,138,175,N/A,107,5
33,N/A,N/A,N/A,105,138,N/A,113,5
26,N/A,N/A,N/A,79,105,N/A,118,4
8,N/A,N/A,N/A,71,79,N/A,121,1
22,N/A,N/A,N/A,49,71,N/A,124,4
8,N/A,N/A,N/A,41,49,N/A,127,1
36,N/A,N/A,N/A,5,41,N/A,131,5
23,N/A,N/A,N/A,-18,5,N/A,136,4
42,N/A,N/A,N/A,1610,1652,N/A,3,6
22,N/A,N/A,N/A,1588,1610,N/A,7,4
26,N/A,N/A,N/A,1562,1588,N/A,13,4
8,N/A,N/A,N/A,1554,1562,N/A,16,1
25,N/A,N/A,N/A,1529,1554,N/A,19,4
8,N/A,N/A,N/A,1521,1529,N/A,22,1
36,N/A,N/A,N/A,1485,1521,N/A,26,5
26,N/A,N/A,N/A,1459,1485,N/A,31,4
29,N/A,N/A,N/A,1430,1459,N/A,37,4
27,N/A,N/A,N/A,1403,1430,N/A,43,4
15,N/A,N/A,N/A,1388,1403,N/A,47,2
39,N/A,N/A,N/A,1349,1388,N/A,50,5
11,N/A,N/A,N/A,1338,1349,N/A,53,2
11,N/A,N/A,N/A,1327,1338,N/A,58,1
42,N/A,N/A,N/A,1285,1327,N/A,63,6
37,N/A,N/A,N/A,1248,1285,N/A,68,5
29,N/A,N/A,N/A,1219,1248,N/A,73,4
15,N/A,N/A,N/A,1204,1219,N/A,77,2
9,N/A,N/A,N/A,1195,1204,N/A,82,1
11,N/A,N/A,N/A,1184,1195,N/A,88,1
7,N/A,N/A,N/A,1177,1184,N/A,94,1
41,N/A,N/A,N/A,1136,1177,N/A,99,6
5,N/A,N/A,N/A,1131,1136,N/A,105,0
34,N/A,N/A,N/A,1097,1131,N/A,110,5
17,N/A,N/A,N/A,1080,1097,N/A,114,3
23,N/A,N/A,N/A,1057,1080,N/A,120,3
11,N/A,N/A,N/A,1046,1057,N/A,125,2
36,N/A,N/A,N/A,1010,1046,N/A,128,5
26,N/A,N/A,N/A,984,1010,N/A,133,4
16,N/A,N/A,N/A,968,984,N/A,138,3
42,N/A,N/A,N/A,1306,1348,N/A,3,6
32,N/A,N/A,N/A,1274,1306,N/A,8,5
37,N/A,N/A,N/A,1237,1274,N/A,14,5
11,N/A,N/A,N/A,1226,1237,N/A,17,2
41,N/A,N/A,N/A,1185,1226,N/A,21,6
7,N/A,N/A,N/A,1178,1185,N/A,27,0
16,N/A,N/A,N/A,1162,1178,N/A,30,3
14,N/A,N/A,N/A,1148,1162,N/A,35,2
13,N/A,N/A,N/A,1135,1148,N/A,40,1
42,N/A,N/A,N/A,1093,1135,N/A,45,6
17,N/A,N/A,N/A,1076,1093,N/A,48,3
43,N/A,N/A,N/A,1033,1076,N/A,51,6
14,N/A,N/A,N/A,1019,1033,N/A,54,3
11,N/A,N/A,N/A,1008,1019,N/A,59,2
17,N/A,N/A,N/A,991,1008,N/A,65,2
39,N/A,N/A,N/A,952,991,N/A,68,5
26,N/A,N/A,N/A,926,952,N/A,73,4
14,N/A,N/A,N/A,912,926,N/A,77,2
42,N/A,N/A,N/A,870,912,N/A,81,6
22,N/A,N/A,N/A,848,870,N/A,85,4
15,N/A,N/A,N/A,833,848,N/A,89,2
16,N/A,N/A,N/A,817,833,N/A,95,2
44,N/A,N/A,N/A,773,817,N/A,99,6
21,N/A,N/A,N/A,752,773,N/A,102,3
22,N/A,N/A,N/A,730,752,N/A,108,3
18,N/A,N/A,N/A,712,730,N/A,114,3
11,N/A,N/A,N/A,701,712,N/A,118,1
32,N/A,N/A,N/A,669,701,N/A,121,4
14,N/A,N/A,N/A,655,669,N/A,126,3
42,N/A,N/A,N/A,613,655,N/A,129,6
17,N/A,N/A,N/A,1604,1621,N/A,3,2
13,N/A,N/A,N/A,1591,1604,N/A,8,1
42,N/A,N/A,N/A,1549,1591,N/A,13,6
36,N/A,N/A,N/A,1513,1549,N/A,18,5
21,N/A,N/A,N/A,1492,1513,N/A,22,3
8,N/A,N/A,N/A,1484,1492,N/A,26,1
43,N/A,N/A,N/A,1441,1484,N/A,31,6
35,N/A,N/A,N/A,1406,1441,N/A,36,5
16,N/A,N/A,N/A,1390,1406,N/A,40,3
14,N/A,N/A,N/A,1376,1390,N/A,46,3
20,N/A,N/A,N/A,1356,1376,N/A,52,3
10,N/A,N/A,N/A,1346,1356,N/A,56,1
35,N/A,N/A,N/A,1311,1346,N/A,60,5
14,N/A,N/A,N/A,1297,1311,N/A,64,3
43,N/A,N/A,N/A,1254,1297,N/A,67,6
22,N/A,N/A,N/A,1232,1254,N/A,70,3
8,N/A,N/A,N/A,1224,1232,N/A,74,1
43,N/A,N/A,N/A,1181,1224,N/A,79,6
34,N/A,N/A,N/A,1147,1181,N/A,84,5
14,N/A,N/A,N/A,1133,1147,N/A,88,3
22,N/A,N/A,N/A,1111,1133,N/A,94,3
15,N/A,N/A,N/A,1096,1111,N/A,100,3
18,N/A,N/A,N/A,1078,1096,N/A,106,3
14,N/A,N/A,N/A,1064,1078,N/A,112,3
17,N/A,N/A,N/A,1047,1064,N/A,117,2
37,N/A,N/A,N/A,1010,1047,N/A,120,5
10,N/A,N/A,N/A,1000,1010,N/A,123,2
43,N/A,N/A,N/A,957,1000,N/A,127,6
20,N/A,N/A,N/A,937,957,N/A,130,3
41,N/A,N/A,N/A,896,937,N/A,133,6
12,N/A,N/A,N/A,1800,1812,N/A,3,1
44,N/A,N/A,N/A,1756,1800,N/A,8,6
22,N/A,N/A,N/A,1734,1756,N/A,12,4
24,N/A,N/A,N/A,1710,1734,N/A,18,4
23,N/A,N/A,N/A,1687,1710,N/A,23,3
12,N/A,N/A,N/A,1675,1687,N/A,28,2
33,N/A,N/A,N/A,1642,1675,N/A,31,5
23,N/A,N/A,N/A,1619,1642,N/A,35,3
7,N/A,N/A,N/A,1612,1619,N/A,39,1
10,N/A,N/A,N/A,1602,1612,N/A,45,1
10,N/A,N/A,N/A,1592,1602,N/A,51,1
42,N/A,N/A,N/A,1550,1592,N/A,56,6
8,N/A,N/A,N/A,1542,1550,N/A,62,0
42,N/A,N/A,N/A,1500,1542,N/A,68,6
29,N/A,N/A,N/A,1471,1500,N/A,72,4
14,N/A,N/A,N/A,1457,1471,N/A,76,2
43,N/A,N/A,N/A,1414,1457,N/A,80,6
29,N/A,N/A,N/A,1385,1414,N/A,84,4
17,N/A,N/A,N/A,1368,1385,N/A,89,3
41,N/A,N/A,N/A,1327,1368,N/A,92,6
39,N/A,N/A,N/A,1288,1327,N/A,97,5
23,N/A,N/A,N/A,1265,1288,N/A,101,3
14,N/A,N/A,N/A,1251,1265,N/A,106,2
13,N/A,N/A,N/A,1238,1251,N/A,112,2
42,N/A,N/A,N/A,1196,1238,N/A,116,6
20,N/A,N/A,N/A,1176,1196,N/A,119,3
10,N/A,N/A,N/A,1166,1176,N/A,124,2
13,N/A,N/A,N/A,1153,1166,N/A,130,2
14,N/A,N/A,N/A,1139,1153,N/A,136,2
39,N/A,N/A,N/A,1100,1139,N/A,139,5
32,N/A,N/A,N/A,466,498,N/A,3,5
17,N/A,N/A,N/A,449,466,N/A,7,3
17,N/A,N/A,N/A,432,449,N/A,13,3
44,N/A,N/A,N/A,388,432,N/A,16,6
8,N/A,N/A,N/A,380,388,N/A,22,0
14,N/A,N/A,N/A,366,380,N/A,25,3
13,N/A,N/A,N/A,353,366,N/A,30,2
44,N/A,N/A,N/A,309,353,N/A,34,6
23,N/A,N/A,N/A,286,309,N/A,37,3
42,N/A,N/A,N/A,244,286,N/A,40,6
7,N/A,N/A,N/A,237,244,N/A,46,0
27,N/A,N/A,N/A,210,237,N/A,50,4
30,N/A,N/A,N/A,180,210,N/A,56,4
14,N/A,N/A,N/A,166,180,N/A,59,1
42,N/A,N/A,N/A,124,166,N/A,64,6
6,N/A,N/A,N/A,118,124,N/A,70,0
19,N/A,N/A,N/A,99,118,N/A,73,3
23,N/A,N/A,N/A,76,99,N/A,79,3
41,N/A,N/A,N/A,35,76,N/A,82,6
38,N/A,N/A,N/A,-3,35,N/A,87,5
22,N/A,N/A,N/A,1815,1837,N/A,6,3
12,N/A,N/A,N/A,1803,1815,N/A,10,1
22,N/A,N/A,N/A,1781,1803,N/A,13,4
7,N/A,N/A,N/A,1774,1781,N/A,16,1
30,N/A,N/A,N/A,1744,1774,N/A,19,4
13,N/A,N/A,N/A,1731,1744,N/A,23,2
11,N/A,N/A,N/A,1720,1731,N/A,28,1
13,N/A,N/A,N/A,1707,1720,N/A,34,1
42,N/A,N/A,N/A,1665,1707,N/A,39,6
36,N/A,N/A,N/A,1629,1665,N/A,44,5
15,N/A,N/A,N/A,1614,1629,N/A,47,2
8,N/A,N/A,N/A,1606,1614,N/A,52,1
30,N/A,N/A,N/A,1576,1606,N/A,55,4
23,N/A,N/A,N/A,1553,1576,N/A,60,3
10,N/A,N/A,N/A,1543,1553,N/A,65,2
12,N/A,N/A,N/A,1531,1543,N/A,70,1
43,N/A,N/A,N/A,1488,1531,N/A,75,6
38,N/A,N/A,N/A,1450,1488,N/A,80,5
33,N/A,N/A,N/A,1417,1450,N/A,86,5
18,N/A,N/A,N/A,1399,1417,N/A,90,3
14,N/A,N/A,N/A,1385,1399,N/A,94,1
37,N/A,N/A,N/A,1348,1385,N/A,98,5
10,N/A,N/A,N/A,1338,1348,N/A,101,2
12,N/A,N/A,N/A,1326,1338,N/A,107,2
13,N/A,N/A,N/A,1313,1326,N/A,112,1
43,N/A,N/A,N/A,1270,1313,N/A,117,6
21,N/A,N/A,N/A,1249,1270,N/A,120,3
11,N/A,N/A,N/A,1238,1249,N/A,125,2
14,N/A,N/A,N/A,1224,1238,N/A,131,2
43,N/A,N/A,N/A,1181,1224,N/A,135,6
11,N/A,N/A,N/A,1606,1617,N/A,5,1
39,N/A,N/A,N/A,1567,1606,N/A,9,5
21,N/A,N/A,N/A,1546,1567,N/A,13,3
15,N/A,N/A,N/A,1531,1546,N/A,18,2
36,N/A,N/A,N/A,1495,1531,N/A,21,5
25,N/A,N/A,N/A,1470,1495,N/A,26,4
17,N/A,N/A,N/A,1453,1470,N/A,30,2
17,N/A,N/A,N/A,1436,1453,N/A,36,2
44,N/A,N/A,N/A,1392,1436,N/A,40,6
14,N/A,N/A,N/A,1378,1392,N/A,43,3
14,N/A,N/A,N/A,1364,1378,N/A,49,3
42,N/A,N/A,N/A,1322,1364,N/A,52,6
34,N/A,N/A,N/A,1288,1322,N/A,57,5
32,N/A,N/A,N/A,1256,1288,N/A,63,5
22,N/A,N/A,N/A,1234,1256,N/A,67,3
7,N/A,N/A,N/A,1227,1234,N/A,71,1
31,N/A,N/A,N/A,1196,1227,N/A,74,4
13,N/A,N/A,N/A,1183,1196,N/A,78,2
35,N/A,N/A,N/A,1148,1183,N/A,81,5
37,N/A,N/A,N/A,1111,1148,N/A,87,5
10,N/A,N/A,N/A,1101,1111,N/A,90,2
11,N/A,N/A,N/A,1090,1101,N/A,96,2
33,N/A,N/A,N/A,1057,1090,N/A,99,5
20,N/A,N/A,N/A,1037,1057,N/A,103,3
18,N/A,N/A,N/A,1019,1037,N/A,109,3
7,N/A,N/A,N/A,1012,1019,N/A,113,1
24,N/A,N/A,N/A,988,1012,N/A,116,4
13,N/A,N/A,N/A,975,988,N/A,119,1
42,N/A,N/A,N/A,933,975,N/A,124,6
25,N/A,N/A,N/A,908,933,N/A,128,4
41,N/A,N/A,N/A,906,947,N/A,5,6
39,N/A,N/A,N/A,867,906,N/A,10,5
14,N/A,N/A,N/A,853,867,N/A,14,3
8,N/A,N/A,N/A,845,853,N/A,18,1
43,N/A,N/A,N/A,802,845,N/A,23,6
35,N/A,N/A,N/A,767,802,N/A,28,5
34,N/A,N/A,N/A,733,767,N/A,34,5
33,N/A,N/A,N/A,700,733,N/A,40,5
32,N/A,N/A,N/A,668,700,N/A,46,5
15,N/A,N/A,N/A,653,668,N/A,49,2
39,N/A,N/A,N/A,614,653,N/A,52,5
14,N/A,N/A,N/A,600,614,N/A,56,3
14,N/A,N/A,N/A,586,600,N/A,61,2
13,N/A,N/A,N/A,573,586,N/A,67,2
35,N/A,N/A,N/A,538,573,N/A,70,5
20,N/A,N/A,N/A,518,538,N/A,74,3
18,N/A,N/A,N/A,500,518,N/A,80,3
16,N/A,N/A,N/A,484,500,N/A,86,3
11,N/A,N/A,N/A,473,484,N/A,90,1
39,N/A,N/A,N/A,434,473,N/A,94,5
15,N/A,N/A,N/A,419,434,N/A,98,3
9,N/A,N/A,N/A,410,419,N/A,102,1
32,N/A,N/A,N/A,378,410,N/A,106,5
36,N/A,N/A,N/A,342,378,N/A,112,5
36,N/A,N/A,N/A,306,342,N/A,118,5
12,N/A,N/A,N/A,294,306,N/A,121,2
12,N/A,N/A,N/A,282,294,N/A,126,1
42,N/A,N/A,N/A,240,282,N/A,131,6
39,N/A,N/A,N/A,201,240,N/A,136,5
37,N/A,N/A,N/A,164,201,N/A,142,5
35,N/A,N/A,N/A,1658,1693,N/A,3,5
32,N/A,N/A,N/A,1626,1658,N/A,9,5
36,N/A,N/A,N/A,1590,1626,N/A,15,5
30,N/A,N/A,N/A,1560,1590,N/A,20,4
9,N/A,N/A,N/A,1551,1560,N/A,23,1
32,N/A,N/A,N/A,1519,1551,N/A,27,5
12,N/A,N/A,N/A,1507,1519,N/A,30,2
13,N/A,N/A,N/A,1494,1507,N/A,35,1
29,N/A,N/A,N/A,1465,1494,N/A,38,4
15,N/A,N/A,N/A,1450,1465,N/A,42,2
41,N/A,N/A,N/A,1409,1450,N/A,46,6
14,N/A,N/A,N/A,1395,1409,N/A,49,3
13,N/A,N/A,N/A,1382,1395,N/A,54,2
37,N/A,N/A,N/A,1345,1382,N/A,57,5
14,N/A,N/A,N/A,1331,1345,N/A,60,2
13,N/A,N/A,N/A,1318,1331,N/A,66,2
37,N/A,N/A,N/A,1281,1318,N/A,69,5
28,N/A,N/A,N/A,1253,1281,N/A,74,4
13,N/A,N/A,N/A,1240,1253,N/A,78,2
42,N/A,N/A,N/A,1198,1240,N/A,82,6
32,N/A,N/A,N/A,1166,1198,N/A,87,5
17,N/A,N/A,N/A,1149,1166,N/A,90,2
35,N/A,N/A,N/A,1114,1149,N/A,93,5
19,N/A,N/A,N/A,1095,1114,N/A,97,3
14,N/A,N/A,N/A,1081,1095,N/A,102,2
16,N/A,N/A,N/A,1065,1081,N/A,108,2
17,N/A,N/A,N/A,1048,1065,N/A,114,2
44,N/A,N/A,N/A,1004,1048,N/A,118,6
32,N/A,N/A,N/A,972,1004,N/A,122,4
23,N/A,N/A,N/A,949,972,N/A,128,4
38,N/A,N/A,N/A,664,702,N/A,6,5
33,N/A,N/A,N/A,631,664,N/A,12,5
15,N/A,N/A,N/A,616,631,N/A,15,2
44,N/A,N/A,N/A,572,616,N/A,19,6
34,N/A,N/A,N/A,538,572,N/A,24,5
38,N/A,N/A,N/A,500,538,N/A,30,5
16,N/A,N/A,N/A,484,500,N/A,33,2
14,N/A,N/A,N/A,470,484,N/A,39,2
12,N/A,N/A,N/A,458,470,N/A,45,2
14,N/A,N/A,N/A,444,458,N/A,51,2
38,N/A,N/A,N/A,406,444,N/A,54,5
11,N/A,N/A,N/A,395,406,N/A,57,2
43,N/A,N/A,N/A,352,395,N/A,61,6
24,N/A,N/A,N/A,328,352,N/A,65,4
14,N/A,N/A,N/A,314,328,N/A,69,2
17,N/A,N/A,N/A,297,314,N/A,75,2
39,N/A,N/A,N/A,258,297,N/A,78,5
33,N/A,N/A,N/A,225,258,N/A,84,5
34,N/A,N/A,N/A,191,225,N/A,90,5
13,N/A,N/A,N/A,178,191,N/A,93,2
39,N/A,N/A,N/A,139,178,N/A,96,5
21,N/A,N/A,N/A,118,139,N/A,100,3
42,N/A,N/A,N/A,76,118,N/A,103,6
25,N/A,N/A,N/A,51,76,N/A,107,4
19,N/A,N/A,N/A,32,51,N/A,112,3
17,N/A,N/A,N/A,15,32,N/A,117,2
11,N/A,N/A,N/A,4,15,N/A,122,1
23,N/A,N/A,N/A,-19,4,N/A,125,4
15,N/A,N/A,N/A,1314,1329,N/A,5,3
43,N/A,N/A,N/A,1271,1314,N/A,8,6
20,N/A,N/A,N/A,1251,1271,N/A,11,3
12,N/A,N/A,N/A,1239,1251,N/A,15,1
24,N/A,N/A,N/A,1215,1239,N/A,18,4
22,N/A,N/A,N/A,1193,1215,N/A,23,3
43,N/A,N/A,N/A,1150,1193,N/A,26,6
17,N/A,N/A,N/A,1133,1150,N/A,29,3
17,N/A,N/A,N/A,1116,1133,N/A,35,3
7,N/A,N/A,N/A,1109,1116,N/A,39,1
27,N/A,N/A,N/A,1082,1109,N/A,42,4
11,N/A,N/A,N/A,1071,1082,N/A,45,1
44,N/A,N/A,N/A,1027,1071,N/A,50,6
7,N/A,N/A,N/A,1020,1027,N/A,56,0
32,N/A,N/A,N/A,988,1020,N/A,60,4
12,N/A,N/A,N/A,976,988,N/A,64,2
42,N/A,N/A,N/A,934,976,N/A,68,6
16,N/A,N/A,N/A,918,934,N/A,71,3
44,N/A,N/A,N/A,874,918,N/A,74,6
37,N/A,N/A,N/A,837,874,N/A,79,5
17,N/A,N/A,N/A,820,837,N/A,82,2
36,N/A,N/A,N/A,784,820,N/A,85,5
19,N/A,N/A,N/A,765,784,N/A,89,3
41,N/A,N/A,N/A,724,765,N/A,92,6
25,N/A,N/A,N/A,699,724,N/A,96,4
14,N/A,N/A,N/A,685,699,N/A,99,1
32,N/A,N/A,N/A,653,685,N/A,103,5
22,N/A,N/A,N/A,631,653,N/A,108,4
23,N/A,N/A,N/A,608,631,N/A,114,4
29,N/A,N/A,N/A,579,608,N/A,120,4
18,N/A,N/A,N/A,1098,1116,N/A,5,3
15,N/A,N/A,N/A,1083,1098,N/A,10,2
34,N/A,N/A,N/A,1049,1083,N/A,13,5
11,N/A,N/A,N/A,1038,1049,N/A,16,2
8,N/A,N/A,N/A,1030,1038,N/A,21,1
11,N/A,N/A,N/A,1019,1030,N/A,27,1
41,N/A,N/A,N/A,978,1019,N/A,32,6
9,N/A,N/A,N/A,969,978,N/A,38,0
22,N/A,N/A,N/A,947,969,N/A,41,3
8,N/A,N/A,N/A,939,947,N/A,45,1
43,N/A,N/A,N/A,896,939,N/A,50,6
35,N/A,N/A,N/A,861,896,N/A,55,5
36,N/A,N/A,N/A,825,861,N/A,61,5
22,N/A,N/A,N/A,803,825,N/A,66,4
16,N/A,N/A,N/A,787,803,N/A,71,3
18,N/A,N/A,N/A,769,787,N/A,77,3
44,N/A,N/A,N/A,725,769,N/A,80,6
8,N/A,N/A,N/A,717,725,N/A,86,0
33,N/A,N/A,N/A,684,717,N/A,91,5
33,N/A,N/A,N/A,651,684,N/A,97,5
14,N/A,N/A,N/A,637,651,N/A,100,2
38,N/A,N/A,N/A,599,637,N/A,103,5
10,N/A,N/A,N/A,589,599,N/A,106,2
10,N/A,N/A,N/A,579,589,N/A,111,1
35,N/A,N/A,N/A,544,579,N/A,115,5
14,N/A,N/A,N/A,530,544,N/A,119,3
41,N/A,N/A,N/A,489,530,N/A,122,6
7,N/A,N/A,N/A,482,489,N/A,128,0
33,N/A,N/A,N/A,449,482,N/A,133,5
21,N/A,N/A,N/A,428,449,N/A,137,3
12,N/A,N/A,N/A,1971,1983,N/A,6,2
37,N/A,N/A,N/A,1934,1971,N/A,9,5
11,N/A,N/A,N/A,1923,1934,N/A,12,2
11,N/A,N/A,N/A,1912,1923,N/A,18,2
14,N/A,N/A,N/A,1898,1912,N/A,24,2
17,N/A,N/A,N/A,1881,1898,N/A,30,2
41,N/A,N/A,N/A,1840,1881,N/A,34,6
32,N/A,N/A,N/A,1808,1840,N/A,39,5
18,N/A,N/A,N/A,1790,1808,N/A,43,3
16,N/A,N/A,N/A,1774,1790,N/A,48,2
8,N/A,N/A,N/A,1766,1774,N/A,53,1
35,N/A,N/A,N/A,1731,1766,N/A,57,5
27,N/A,N/A,N/A,1704,1731,N/A,62,4
13,N/A,N/A,N/A,1691,1704,N/A,66,2
37,N/A,N/A,N/A,1654,1691,N/A,69,5
19,N/A,N/A,N/A,1635,1654,N/A,73,3
13,N/A,N/A,N/A,1622,1635,N/A,77,1
7,N/A,N/A,N/A,1615,1622,N/A,83,1
29,N/A,N/A,N/A,1586,1615,N/A,86,4
23,N/A,N/A,N/A,1563,1586,N/A,91,3
14,N/A,N/A,N/A,1549,1563,N/A,95,1
44,N/A,N/A,N/A,1505,1549,N/A,100,6
16,N/A,N/A,N/A,1489,1505,N/A,103,3
43,N/A,N/A,N/A,1446,1489,N/A,106,6
35,N/A,N/A,N/A,1411,1446,N/A,111,5
17,N/A,N/A,N/A,1394,1411,N/A,115,3
17,N/A,N/A,N/A,1377,1394,N/A,120,2
